"ID" "X" "Y"
"1" 0.0130775754805654 -0.00776776621764597
"2" 0.0355405795853585 0.000465803028049967
"3" 0.0638084805104882 0.00576718781896486
"4" 0.0752757457084954 0.0162544730346494
"5" 0.0770643802825361 0.0167829720781629
"6" 0.100873126182705 -0.0097228683550556
"7" 0.103184235747904 0.000274753367451927
"8" 0.104987640399486 0.0105375086302862
"9" 0.110360604943708 0.00335617209968815
"10" 0.129372348077595 0.00138052708711737
"11" 0.148211560677737 0.00197684262345795
"12" 0.173442334868014 -0.00803213217364741
"13" 0.175126768415794 0.0158009168370384
"14" 0.180866361130029 0.00262645458662762
"15" 0.189193622441962 -3.72353379218051e-05
"16" 0.19126010988839 -0.00475698284429534
"17" 0.207545113284141 -0.00974002561112527
"18" 0.212699519237503 -0.00955839103276798
"19" 0.213208135217428 -0.00956891881325619
"20" 0.228658142732456 -0.00910680682493289
"21" 0.238868677755818 0.000685115332771444
"22" 0.258165926672518 -0.010865030469937
"23" 0.270260145887733 -0.00767808575054007
"24" 0.277755932649598 -0.00448489170723959
"25" 0.283232500310987 -0.0118144518115385
"26" 0.284790480975062 -0.0131264957446074
"27" 0.293730155099183 0.0236586652830311
"28" 0.317963684443384 -0.00276926773233266
"29" 0.328777319053188 0.00539168209658272
"30" 0.335487491684034 -0.00433603953730472
"31" 0.337615333497524 -0.00553078582272082
"32" 0.353197271935642 0.0156468523248104
"33" 0.356726912083104 0.00583119612365926
"34" 0.380493885604665 0.00625194434815671
"35" 0.388905099825934 -0.0132977158442259
"36" 0.39135928102769 -0.0127008732961822
"37" 0.413124209502712 -0.0116023795052962
"38" 0.431473690550774 -0.00165238538538535
"39" 0.4462353233248 -0.01178913907326
"40" 0.446284348610789 -0.0236363245197239
"41" 0.452570831403136 -0.015021422524486
"42" 0.453131445450708 -0.000991299175285679
"43" 0.453895489219576 -0.011830146221746
"44" 0.478118034312502 -0.0226188302876221
"45" 0.484349524369463 -0.00546652011734552
"46" 0.495593577856198 -0.017248273619354
"47" 0.500440972624347 -0.0269819400085031
"48" 0.503339485730976 -0.00270063478814617
"49" 0.507641822332516 -0.0214306621592206
"50" 0.511169783771038 -0.0273554293850709
"51" 0.526027723914012 -0.0351312159989692
"52" 0.529630602803081 -0.0211775266446772
"53" 0.547646587016061 -0.0165298894082106
"54" 0.557159538846463 -0.0267374003962999
"55" 0.560900748008862 -0.0410480990302905
"56" 0.57487219828181 -0.040036976193325
"57" 0.59057315881364 -0.0479672969129366
"58" 0.595711996313184 -0.0356118162495317
"59" 0.598092422354966 -0.0472027256704206
"60" 0.59876096714288 -0.0646281955157536
"61" 0.601541217649356 -0.0547685096056679
"62" 0.604933290276676 -0.0524795308621565
"63" 0.605303446529433 -0.0654256621055763
"64" 0.614644971676171 -0.0647510765013045
"65" 0.630414122482762 -0.0374921828128793
"66" 0.633493264438584 -0.061552316173537
"67" 0.640101045137271 -0.0480086382518027
"68" 0.642795492196456 -0.0594813440002121
"69" 0.644315762910992 -0.0676332288737037
"70" 0.654723928077146 -0.0706311471612601
"71" 0.682788078673184 -0.0901088337628077
"72" 0.711743867723271 -0.0912584972299498
"73" 0.715566066093743 -0.103868146325628
"74" 0.723725946620107 -0.105705087421322
"75" 0.724498892668635 -0.0958058983195675
"76" 0.729309623362496 -0.0931543805315406
"77" 0.731792511884123 -0.0802643856414603
"78" 0.741078648716211 -0.101657233958148
"79" 0.746698269620538 -0.0984795584273246
"80" 0.754820944508538 -0.106414690727235
"81" 0.758103052387014 -0.103127481510625
"82" 0.779984889784828 -0.101390863895642
"83" 0.840507032116875 -0.106480018819743
"84" 0.840614554006606 -0.137468360486957
"85" 0.856131664710119 -0.138141860823121
"86" 0.864544949028641 -0.11783637254219
"87" 0.877057543024421 -0.147730964409314
"88" 0.880619034869596 -0.129669514688346
"89" 0.886450943304226 -0.122800011641111
"90" 0.895094102947041 -0.152341183788724
"91" 0.895445425994694 -0.146977821143004
"92" 0.903081611497328 -0.130296628707425
"93" 0.924074469832703 -0.115510401005352
"94" 0.927302088588476 -0.14526069386812
"95" 0.928615199634805 -0.134164110525956
"96" 0.943724818294868 -0.111556128386141
"97" 0.976170694921166 -0.116018321238011
"98" 0.985095223877579 -0.102991685826462
"99" 0.991838620044291 -0.100017339688209
"100" 0.99268406117335 -0.103443204468864
